IP Address,MAC Address,Device Name,Subnet,Device Type,VLAN,Location,Active,Last Seen,Serial Number,Manufacturer,Model,Firmware Version,Managed By,Assignment Type,Timestamp,Criticality,Network Purpose,DNS Records,IP Assignment Date,Change Reference
10.5.40.95,EE:4B:E4:C3:50:E3,LON-DC1-R04,10.5.40.0/24,Router,3917,LON-DC1-R1-C4,Active,2024-09-03T23:06:58Z,ARD44D44DD,Arista,7280R,EOS 4.9.2,Network Operations Team,Reserved,2024-09-03T23:06:58Z,Medium,Voice Network,lon-dc1-r04.global.org,2023-09-22T20:02:15Z,CHG28579
10.6.165.102,5B:A7:11:90:A5:14,SYD-DC1-R81,10.6.165.0/24,Router,3851,SYD-DC1-R4-C3,Planned,2024-07-04T01:11:44Z,ARX22X22XX,Arista,7280R3,EOS 4.1.8,Network Operations Team,DHCP,2024-07-04T01:11:44Z,High,Server Farm,syd-dc1-r81.company.com,2023-10-09T20:28:03Z,CHG55032
10.6.202.178,4F:2D:6A:E5:51:3B,SYD-DC1-R68,10.6.202.0/24,Router,953,SYD-DC1-R3-C5,Planned,2025-02-20T04:21:30Z,ARH88H88HH,Arista,7280R,EOS 4.0.3,Network Operations Team,DHCP,2025-02-20T04:21:30Z,Medium,Server Farm,syd-dc1-r68.global.org,2023-05-10T01:50:38Z,CHG76879
10.1.20.52,12:6A:75:FB:03:B2,NYC-DC2-R71,10.1.20.0/24,Router,2279,NYC-DC2-R6-C17,Decommissioned,2024-08-12T18:22:27Z,ARS22S22SS,Arista,7280R3,EOS 4.9.4,Security Infrastructure Team,Static,2024-08-12T18:22:27Z,Medium,IoT Connectivity,nyc-dc2-r71.enterprise.net,2023-09-09T12:00:02Z,CHG35660
10.6.231.8,E4:CF:68:5E:39:15,SYD-DC1-R84,10.6.231.0/24,Router,1900,SYD-DC1-R1-C8,Planned,2024-09-18T18:33:23Z,ARZ33Z33ZZ,Arista,7500R,EOS 4.9.4,Security Infrastructure Team,Reserved,2024-09-18T18:33:23Z,High,Voice Network,syd-dc1-r84.company.com,2023-08-30T22:51:34Z,CHG11620
10.4.198.185,A7:EA:C8:54:FB:F5,SFO-DC2-R27,10.4.198.0/24,Router,1,SFO-DC2-R5-C15,Decommissioned,2025-04-27T20:04:54Z,ARZ11Z11ZZ,Arista,7280R,EOS 4.0.4,Enterprise Network Team,Static,2025-04-27T20:04:54Z,High,Management Network,sfo-dc2-r27.company.com,2023-05-23T09:22:34Z,CHG58241
10.4.38.72,D5:0B:98:11:3D:9A,SFO-DC2-R95,10.4.38.0/24,Router,260,SFO-DC2-R3-C7,Active,2024-11-03T21:43:42Z,ARA33A33AA,Arista,7500R2,EOS 4.0.9,Global Network Services,Reserved,2024-11-03T21:43:42Z,Medium,Server Farm,sfo-dc2-r95.global.org,2023-05-14T05:02:17Z,CHG14870
10.6.22.169,20:8F:90:F5:67:88,SYD-DC1-R23,10.6.22.0/24,Router,2756,SYD-DC1-R8-C18,Decommissioned,2025-03-13T19:31:03Z,ARU22U22UU,Arista,7280R3,EOS 4.4.2,Network Operations Team,DHCP,2025-03-13T19:31:03Z,High,IoT Connectivity,syd-dc1-r23.company.com,2023-12-22T10:49:47Z,CHG43187
10.5.21.88,4A:AE:51:47:69:CA,LON-DC1-R97,10.5.21.0/24,Router,3860,LON-DC1-R3-C8,Planned,2025-01-14T17:13:57Z,ARN88N88NN,Arista,7280R3,EOS 4.4.8,Global Network Services,Static,2025-01-14T17:13:57Z,Low,Server Farm,lon-dc1-r97.enterprise.net,2024-02-10T19:44:51Z,CHG58932
10.7.208.177,36:73:E8:4F:60:00,SIN-DC1-R74,10.7.208.0/24,Network Router,128,SIN-DC1-R5-C4,Maintenance,2024-05-07T21:32:55Z,ARP44P44PP,Arista,7280R3,EOS 4.3.0,Security Infrastructure Team,Reserved,2024-05-07T21:32:55Z,Medium,Core Infrastructure,sin-dc1-r74.company.com,2023-05-28T15:03:23Z,CHG43218
10.6.5.179,99:AF:C6:BF:6A:9B,SYD-DC1-R85,10.6.5.0/24,Router,3944,SYD-DC1-R8-C3,Decommissioned,2024-05-16T14:48:45Z,ARR66R66RR,Arista,7500R,EOS 4.0.6,Network Operations Team,Reserved,2024-05-16T14:48:45Z,Low,Voice Network,syd-dc1-r85.company.com,2023-06-03T19:39:15Z,CHG42163
10.2.123.155,F0:11:A5:9E:E7:6E,NYC-DC2-R49,10.2.123.0/24,Router,1126,NYC-DC2-R10-C13,Active,2024-10-28T11:31:04Z,ARD22D22DD,Arista,7500R,EOS 4.8.2,Network Operations Team,Reserved,2024-10-28T11:31:04Z,Medium,User Access,nyc-dc2-r49.company.com,2024-01-28T18:13:03Z,CHG77729
10.6.169.110,38:4F:27:65:F6:F8,SYD-DC1-R06,10.6.169.0/24,Router,2021,SYD-DC1-R4-C15,Active,2025-03-25T23:21:24Z,ARA22A22AA,Arista,7500R2,EOS 4.5.9,Core Network Team,Static,2025-03-25T23:21:24Z,Low,Core Infrastructure,syd-dc1-r06.corp.local,2023-06-22T20:41:14Z,CHG89325
10.6.10.182,BC:36:D6:F2:11:8E,SYD-DC1-R47,10.6.10.0/24,Router,3766,SYD-DC1-R4-C5,Active,2024-11-14T13:00:30Z,ARR11R11RR,Arista Networks,7500R,EOS 4.7.6,Core Network Team,Static,2024-11-14T13:00:30Z,Low,User Access,syd-dc1-r47.company.com,2023-12-10T03:04:23Z,CHG34483
10.6.244.18,5E:D3:3B:14:76:67,SYD-DC1-R72,10.6.244.0/24,Router,999,SYD-DC1-R8-C7,Maintenance,2025-04-24T04:12:30Z,ARZ88Z88ZZ,Arista Networks,7500R2,EOS 4.2.5,Global Network Services,DHCP,2025-04-24T04:12:30Z,High,Server Farm,syd-dc1-r72.global.org,2023-07-24T18:08:01Z,CHG22982
10.7.74.221,22:F4:25:54:7E:D3,SIN-DC1-R19,10.7.74.0/24,Router,2104,SIN-DC1-R4-C11,Planned,2024-12-18T10:53:32Z,ARW88W88WW,Arista Networks,7280R,EOS 4.4.4,Security Infrastructure Team,Reserved,2024-12-18T10:53:32Z,High,Voice Network,sin-dc1-r19.corp.local,2023-09-14T22:44:45Z,CHG50153
10.5.217.172,60:47:97:61:B9:A4,LON-DC1-R36,10.5.217.0/24,Router,1035,LON-DC1-R2-C13,Decommissioned,2024-05-29T13:55:28Z,ARM44M44MM,Arista Networks,7500R2,EOS 4.4.9,Core Network Team,Static,2024-05-29T13:55:28Z,Medium,Server Farm,lon-dc1-r36.corp.local,2024-03-12T22:40:25Z,CHG43398
10.7.101.69,1A:DA:FA:37:F3:DF,SIN-DC1-R73,10.7.101.0/24,Router,3651,SIN-DC1-R10-C2,Active,2024-05-17T02:36:39Z,ARC88C88CC,Arista Networks,7500R,EOS 4.6.3,Core Network Team,DHCP,2024-05-17T02:36:39Z,High,User Access,sin-dc1-r73.enterprise.net,2023-08-20T23:11:33Z,CHG66335
10.4.121.39,0B:A2:70:57:C4:68,SFO-DC2-R71,10.4.121.0/24,Router,1883,SFO-DC2-R10-C6,Maintenance,2024-08-03T14:11:57Z,ARF99F99FF,Arista,7280R3,EOS 4.6.3,Security Infrastructure Team,DHCP,2024-08-03T14:11:57Z,Low,IoT Connectivity,sfo-dc2-r71.company.com,2023-05-03T19:53:55Z,CHG41296
10.6.51.217,29:D1:E3:E2:4C:C4,SYD-DC1-R28,10.6.51.0/24,Router,2079,SYD-DC1-R10-C13,Decommissioned,2024-11-11T09:41:03Z,ARA44A44AA,Arista,7500R,EOS 4.5.0,Enterprise Network Team,Static,2024-11-11T09:41:03Z,Low,Voice Network,syd-dc1-r28.enterprise.net,2023-06-27T17:21:06Z,CHG20139
10.6.111.81,B4:CF:8C:7F:94:76,SYD-DC1-F52,10.6.111.0/24,Firewall,1473,SYD-DC1-R7-C1,Decommissioned,2024-09-12T15:43:01Z,JMT99T99TT,Cisco,Firepower 4110,ASA 9.6(9),Global Network Services,Reserved,2024-09-12T15:43:01Z,High,Server Farm,syd-dc1-f52.global.org,2024-04-19T16:36:51Z,CHG65592
10.5.187.234,85:F5:50:56:70:64,LON-DC1-F30,10.5.187.0/24,Firewall,3818,LON-DC1-R5-C15,Maintenance,2024-11-21T14:05:18Z,JMM33M33MM,Cisco,ASA 5550,ASA 9.4(1),Network Operations Team,Static,2024-11-21T14:05:18Z,High,Server Farm,lon-dc1-f30.global.org,2023-08-18T18:18:03Z,CHG34382
10.5.118.224,2F:1A:5A:93:F0:D8,LON-DC1-F67,10.5.118.0/24,Firewall,509,LON-DC1-R8-C18,Planned,2024-11-24T23:10:23Z,JMH33H33HH,Cisco,Firepower 2130,ASA 9.4(2),Security Infrastructure Team,Static,2024-11-24T23:10:23Z,Medium,Voice Network,lon-dc1-f67.corp.local,2023-08-05T23:57:33Z,CHG11146
10.3.29.101,45:55:18:F0:4F:43,SFO-DC2-F66,10.3.29.0/24,Firewall,2483,SFO-DC2-R1-C3,Decommissioned,2025-01-05T04:52:06Z,JMT44T44TT,Cisco,Firepower 2130,ASA 9.3(2),Security Infrastructure Team,Static,2025-01-05T04:52:06Z,Medium,Management Network,sfo-dc2-f66.enterprise.net,2023-10-28T13:04:49Z,CHG79323
10.6.181.202,CF:80:D0:55:FF:40,SYD-DC1-F68,10.6.181.0/24,Firewall,98,SYD-DC1-R6-C16,Maintenance,2024-09-23T16:47:24Z,JMG55G55GG,Cisco,ASA 5550,ASA 10.6(4),Core Network Team,Static,2024-09-23T16:47:24Z,High,Server Farm,syd-dc1-f68.global.org,2024-02-27T14:33:45Z,CHG93683
10.7.202.63,48:08:74:E0:81:F9,SIN-DC1-F84,10.7.202.0/24,Firewall,2622,SIN-DC1-R2-C10,Planned,2025-04-14T23:22:32Z,JMO55O55OO,Cisco,Firepower 4110,ASA 9.3(2),Core Network Team,DHCP,2025-04-14T23:22:32Z,Low,Voice Network,sin-dc1-f84.global.org,2024-04-19T18:30:56Z,CHG60666
10.6.181.211,F4:14:F5:22:B4:A9,SYD-DC1-F77,10.6.181.0/24,Firewall,2584,SYD-DC1-R9-C12,Active,2024-07-25T12:44:29Z,JMJ00J00JJ,Cisco,Firepower 2130,ASA 9.0(8),Global Network Services,DHCP,2024-07-25T12:44:29Z,Medium,IoT Connectivity,syd-dc1-f77.enterprise.net,2024-03-07T17:01:51Z,CHG90337
10.7.26.206,3F:E0:F9:DD:12:22,SIN-DC1-F37,10.7.26.0/24,Firewall,1130,SIN-DC1-R7-C8,Active,2024-09-27T16:28:38Z,JMM77M77MM,Cisco,Firepower 2130,ASA 9.1(9),Core Network Team,DHCP,2024-09-27T16:28:38Z,Medium,DMZ,sin-dc1-f37.company.com,2023-06-23T05:28:37Z,CHG35492
10.4.130.254,6B:00:21:53:13:87,SFO-DC2-F20,10.4.130.0/24,Firewall,4012,SFO-DC2-R6-C16,Planned,2025-02-08T07:05:28Z,JMZ77Z77ZZ,Cisco,Firepower 4110,ASA 10.5(9),Enterprise Network Team,Reserved,2025-02-08T07:05:28Z,Medium,DMZ,sfo-dc2-f20.enterprise.net,2024-01-02T20:36:09Z,CHG97155
10.3.115.209,0B:DE:F7:8B:A8:99,SFO-DC2-F77,10.3.115.0/24,Firewall,3708,SFO-DC2-R3-C4,Planned,2024-10-28T22:24:02Z,JMX99X99XX,Cisco,Firepower 4110,ASA 9.3(3),Global Network Services,Reserved,2024-10-28T22:24:02Z,Medium,IoT Connectivity,sfo-dc2-f77.global.org,2023-10-12T10:26:52Z,CHG84261
10.2.33.199,A0:1D:DF:CF:DD:4E,NYC-DC1-F21,10.2.33.0/24,Firewall,1661,NYC-DC1-R7-C8,Planned,2024-07-23T17:15:30Z,JMP55P55PP,Cisco,Firepower 4110,ASA 10.6(9),Security Infrastructure Team,Reserved,2024-07-23T17:15:30Z,Low,IoT Connectivity,nyc-dc1-f21.corp.local,2023-09-10T03:09:06Z,CHG30865
10.7.42.22,04:4C:DB:FC:2F:4D,SIN-DC1-F11,10.7.42.0/24,Firewall,677,SIN-DC1-R5-C11,Active,2024-05-17T07:12:03Z,JMA00A00AA,Cisco,ASA 5550,ASA 10.9(1),Core Network Team,Reserved,2024-05-17T07:12:03Z,High,Voice Network,sin-dc1-f11.company.com,2023-05-17T22:39:43Z,CHG90525
10.4.55.69,95:24:91:46:21:EC,SFO-DC1-F51,10.4.55.0/24,Firewall,1388,SFO-DC1-R3-C16,Decommissioned,2025-03-28T13:02:28Z,JMF88F88FF,Cisco,ASA 5506-X,ASA 10.0(6),Network Operations Team,Reserved,2025-03-28T13:02:28Z,Low,Voice Network,sfo-dc1-f51.enterprise.net,2023-08-24T15:24:51Z,CHG95654
10.6.167.54,7B:EC:4C:4F:12:28,SYD-DC1-F31,10.6.167.0/24,Firewall,1311,SYD-DC1-R10-C8,Decommissioned,2025-01-23T16:26:11Z,JSS11S11SS,Juniper,SRX1500,JunOS 19.4R5,Global Network Services,DHCP,2025-01-23T16:26:11Z,Low,Management Network,syd-dc1-f31.company.com,2024-04-27T17:24:52Z,CHG94451
10.7.242.168,11:BA:50:C8:62:B0,SIN-DC1-F91,10.7.242.0/24,Firewall,545,SIN-DC1-R6-C14,Planned,2024-10-23T05:03:26Z,JSB44B44BB,Juniper,SRX1500,JunOS 21.6R5,Enterprise Network Team,Reserved,2024-10-23T05:03:26Z,Medium,Server Farm,sin-dc1-f91.corp.local,2023-05-05T11:42:04Z,CHG31519
10.1.21.227,47:7A:FD:8E:67:5C,NYC-DC2-F43,10.1.21.0/24,Firewall,3377,NYC-DC2-R9-C7,Maintenance,2025-02-25T05:54:09Z,JSB55B55BB,Juniper,SRX3600,JunOS 19.1R7,Security Infrastructure Team,DHCP,2025-02-25T05:54:09Z,Low,DMZ,nyc-dc2-f43.enterprise.net,2023-11-24T18:25:34Z,CHG61208
10.7.232.247,94:E9:16:91:AA:09,SIN-DC1-F56,10.7.232.0/24,Firewall,3705,SIN-DC1-R10-C9,Decommissioned,2025-01-16T04:36:26Z,JSS99S99SS,Juniper,SRX3600,JunOS 21.0R3,Network Operations Team,Static,2025-01-16T04:36:26Z,Medium,User Access,sin-dc1-f56.corp.local,2023-05-18T08:15:58Z,CHG39071
10.6.38.206,8C:D5:08:9C:1A:FE,SYD-DC1-F56,10.6.38.0/24,Firewall,2688,SYD-DC1-R4-C1,Decommissioned,2024-11-29T06:43:30Z,JSR44R44RR,Juniper,SRX4200,JunOS 21.5R2,Core Network Team,DHCP,2024-11-29T06:43:30Z,High,User Access,syd-dc1-f56.corp.local,2023-11-04T23:01:44Z,CHG12711
10.5.131.107,52:DA:68:53:B9:31,LON-DC1-F85,10.5.131.0/24,Net Fire wall,3156,LON-DC1-R5-C6,Active,2025-02-28T00:03:00Z,JSJ88J88JJ,Juniper,SRX5400,JunOS 19.3R1,Global Network Services,DHCP,2025-02-28T00:03:00Z,Medium,DMZ,lon-dc1-f85.company.com,2023-11-12T23:01:17Z,CHG80070
10.2.42.92,2F:B4:5A:C6:60:80,NYC-DC2-F86,10.2.42.0/24,Firewall,1961,NYC-DC2-R6-C1,Planned,2024-07-16T00:10:01Z,JST11T11TT,Juniper,SRX1500,JunOS 19.8R8,Global Network Services,DHCP,2024-07-16T00:10:01Z,Medium,User Access,nyc-dc2-f86.company.com,2024-03-11T02:42:58Z,CHG77163
10.4.34.250,74:FD:EA:C6:A4:BC,SFO-DC1-F80,10.4.34.0/24,Firewall,3071,SFO-DC1-R1-C11,Decommissioned,2024-10-09T23:25:19Z,JSB33B33BB,Juniper,SRX4200,JunOS 21.5R5,Core Network Team,Static,2024-10-09T23:25:19Z,Low,Voice Network,sfo-dc1-f80.company.com,2023-12-19T12:53:35Z,CHG78224
10.2.174.31,10:A2:7D:9F:D9:96,NYC-DC1-F61,10.2.174.0/24,Firewall,1491,NYC-DC1-R2-C16,Planned,2024-11-23T19:17:42Z,JSD22D22DD,Juniper,SRX1500,JunOS 20.6R1,Network Operations Team,DHCP,2024-11-23T19:17:42Z,Medium,User Access,nyc-dc1-f61.company.com,2023-05-12T18:04:56Z,CHG47375
10.1.185.30,30:87:AA:A2:3F:5D,NYC-DC1-F68,10.1.185.0/24,Firewall,2920,NYC-DC1-R9-C19,Planned,2025-03-12T18:48:51Z,JSS33S33SS,Juniper,SRX4200,JunOS 21.8R1,Enterprise Network Team,Reserved,2025-03-12T18:48:51Z,High,IoT Connectivity,nyc-dc1-f68.enterprise.net,2023-06-10T14:29:46Z,CHG62907
10.6.137.190,1A:46:23:30:02:36,SYD-DC1-F85,10.6.137.0/24,Firewall,3327,SYD-DC1-R1-C16,Maintenance,2025-01-01T14:12:43Z,JSF33F33FF,Juniper,SRX3600,JunOS 21.9R1,Security Infrastructure Team,Static,2025-01-01T14:12:43Z,Low,DMZ,syd-dc1-f85.corp.local,2023-10-08T00:22:07Z,CHG10692
10.5.30.111,6C:C6:62:95:B0:45,LON-DC1-F64,10.5.30.0/24,Firewall,2480,LON-DC1-R8-C1,Active,2025-01-08T09:18:43Z,JSS44S44SS,Juniper,SRX3600,JunOS 21.6R4,Global Network Services,Reserved,2025-01-08T09:18:43Z,Low,User Access,lon-dc1-f64.corp.local,2024-02-16T14:54:50Z,CHG43152
10.7.127.34,14:76:7F:17:24:CA,SIN-DC1-F83,10.7.127.0/24,Firewall,846,SIN-DC1-R8-C5,Maintenance,2024-09-11T04:02:42Z,JSG99G99GG,Juniper,SRX4200,JunOS 19.6R1,Core Network Team,DHCP,2024-09-11T04:02:42Z,Low,DMZ,sin-dc1-f83.enterprise.net,2023-10-09T06:20:50Z,CHG59640
10.5.105.100,B4:60:7C:FA:FA:8C,LON-DC1-F26,10.5.105.0/24,Firewall,835,LON-DC1-R7-C4,Planned,2024-08-21T20:43:20Z,AFB66B66BB,Arista,7150S,EOS-FW 4.7.8,Security Infrastructure Team,DHCP,2024-08-21T20:43:20Z,High,Server Farm,lon-dc1-f26.enterprise.net,2023-07-10T08:41:13Z,CHG65856
10.7.178.78,72:E6:66:8D:F4:C7,SIN-DC1-F76,10.7.178.0/24,Firewall,2088,SIN-DC1-R3-C4,Planned,2024-12-01T21:01:05Z,AFF77F77FF,Arista,7280R,EOS-FW 4.6.3,Network Operations Team,Reserved,2024-12-01T21:01:05Z,Medium,Voice Network,sin-dc1-f76.enterprise.net,2024-01-25T12:46:29Z,CHG22954
10.7.10.17,36:7B:90:81:7D:5D,SIN-DC1-F96,10.7.10.0/24,Firewall,768,SIN-DC1-R2-C10,Decommissioned,2024-07-15T17:09:52Z,AFQ00Q00QQ,Arista,7150S,EOS-FW 4.0.7,Network Operations Team,Reserved,2024-07-15T17:09:52Z,Low,Server Farm,sin-dc1-f96.enterprise.net,2023-12-16T06:04:34Z,CHG36144
10.7.241.160,64:7D:A6:17:AC:B6,SIN-DC1-F13,10.7.241.0/24,Firewall,3670,SIN-DC1-R3-C8,Decommissioned,2024-12-07T02:01:50Z,AFY55Y55YY,Arista,7150S,EOS-FW 4.1.1,Core Network Team,Static,2024-12-07T02:01:50Z,Low,Core Infrastructure,sin-dc1-f13.global.org,2023-10-09T17:50:24Z,CHG80120
10.1.113.189,6D:6F:BD:31:12:83,NYC-DC2-F92,10.1.113.0/24,Firewall,384,NYC-DC2-R5-C20,Maintenance,2024-06-16T17:28:08Z,AFS44S44SS,Arista,7020R,EOS-FW 4.3.9,Core Network Team,DHCP,2024-06-16T17:28:08Z,Low,Voice Network,nyc-dc2-f92.enterprise.net,2023-11-28T17:33:12Z,CHG31893
10.2.169.26,2D:75:8E:00:DA:B2,NYC-DC2-F28,10.2.169.0/24,Firewall,643,NYC-DC2-R4-C2,Maintenance,2025-03-16T22:53:23Z,AFY22Y22YY,Arista,7280R,EOS-FW 4.3.2,Security Infrastructure Team,Static,2025-03-16T22:53:23Z,Medium,Core Infrastructure,nyc-dc2-f28.corp.local,2023-06-23T02:33:05Z,CHG48666
10.6.16.31,68:BB:99:DD:4E:20,SYD-DC1-F80,10.6.16.0/24,Firewall,646,SYD-DC1-R4-C3,Maintenance,2025-02-22T11:15:20Z,AFP22P22PP,Arista,7500R,EOS-FW 4.1.1,Global Network Services,Static,2025-02-22T11:15:20Z,Medium,Management Network,syd-dc1-f80.global.org,2023-07-30T15:11:55Z,CHG31782
10.7.110.245,E5:D9:58:E3:8E:A1,SIN-DC1-F58,10.7.110.0/24,Firewall,3263,SIN-DC1-R3-C2,Maintenance,2024-06-15T09:29:03Z,AFT00T00TT,Arista,7280R,EOS-FW 4.1.9,Enterprise Network Team,Static,2024-06-15T09:29:03Z,Low,Management Network,sin-dc1-f58.global.org,2023-10-02T20:22:18Z,CHG95151
10.3.118.205,40:7B:19:25:7B:2A,SFO-DC1-F67,10.3.118.0/24,Firewall,3483,SFO-DC1-R4-C5,Maintenance,2024-11-08T02:14:12Z,AFQ44Q44QQ,Arista,7280R,EOS-FW 4.0.6,Core Network Team,Reserved,2024-11-08T02:14:12Z,High,Server Farm,sfo-dc1-f67.corp.local,2023-12-31T06:17:55Z,CHG67979
10.7.235.43,8D:AC:0F:10:05:0D,SIN-DC1-F95,10.7.235.0/24,Network Fire wall,403,SIN-DC1-R8-C18,Planned,2025-03-10T08:59:25Z,AFZ11Z11ZZ,Arista,7020R,EOS-FW 4.3.7,Core Network Team,Reserved,2025-03-10T08:59:25Z,Medium,IoT Connectivity,sin-dc1-f95.company.com,2024-02-05T22:02:03Z,CHG29631
10.6.149.67,51:2B:4B:F4:93:FB,SYD-DC1-F65,10.6.149.0/24,Firewall,1781,SYD-DC1-R8-C1,Active,2024-11-14T13:17:21Z,AFE44E44EE,Arista,7020R,EOS-FW 4.7.0,Enterprise Network Team,Static,2024-11-14T13:17:21Z,High,Server Farm,syd-dc1-f65.company.com,2024-01-14T17:00:02Z,CHG44247
10.5.140.136,4C:CF:C1:3E:78:D3,LON-DC1-F12,10.5.140.0/24,Firewall,2989,LON-DC1-R1-C18,Active,2024-09-24T08:39:17Z,AFZ33Z33ZZ,Arista,7500R,EOS-FW 4.2.9,Global Network Services,Static,2024-09-24T08:39:17Z,Medium,DMZ,lon-dc1-f12.global.org,2023-07-22T08:17:23Z,CHG41508
10.7.8.198,5E:40:21:1F:89:18,SIN-DC1-F80,10.7.8.0/24,Firewall,2042,SIN-DC1-R4-C17,Maintenance,2024-11-01T13:01:43Z,PAM11M11MM,Palo Alto Networks,PA-5220,PAN-OS 10.2.8,Global Network Services,Reserved,2024-11-01T13:01:43Z,High,Server Farm,sin-dc1-f80.corp.local,2023-11-23T18:40:44Z,CHG94900
10.5.72.179,CC:97:57:9D:D0:98,LON-DC1-F20,10.5.72.0/24,Firewall,1893,LON-DC1-R1-C13,Planned,2024-06-02T12:13:52Z,PAA22A22AA,Palo Alto,PA-3260,PAN-OS 9.4.4,Global Network Services,Static,2024-06-02T12:13:52Z,Medium,Voice Network,lon-dc1-f20.enterprise.net,2024-02-17T23:36:17Z,CHG58977
10.1.188.88,5F:96:62:0B:2B:F0,NYC-DC1-F52,10.1.188.0/24,Firewall,989,NYC-DC1-R9-C17,Maintenance,2024-09-21T15:50:29Z,PAJ44J44JJ,Palo Alto,PA-7080,PAN-OS 9.3.1,Network Operations Team,DHCP,2024-09-21T15:50:29Z,Low,Core Infrastructure,nyc-dc1-f52.corp.local,2023-10-30T10:50:41Z,CHG89966
10.5.149.62,68:6E:6A:B5:63:83,LON-DC1-F38,10.5.149.0/24,Firewall,3599,LON-DC1-R2-C18,Active,2025-02-05T16:55:14Z,PAW33W33WW,Palo Alto,PA-850,PAN-OS 10.8.7,Enterprise Network Team,Static,2025-02-05T16:55:14Z,Low,Management Network,lon-dc1-f38.corp.local,2023-12-19T00:29:21Z,CHG21982
10.3.207.165,A5:73:14:D0:11:27,SFO-DC2-F28,10.3.207.0/24,Firewall,2264,SFO-DC2-R9-C1,Active,2025-02-28T02:21:57Z,PAY88Y88YY,Palo Alto,PA-5220,PAN-OS 10.8.6,Security Infrastructure Team,Static,2025-02-28T02:21:57Z,Low,Core Infrastructure,sfo-dc2-f28.company.com,2024-03-12T10:31:11Z,CHG13853
10.5.6.63,C1:AA:F1:FE:87:91,LON-DC1-F15,10.5.6.0/24,Firewall,1275,LON-DC1-R10-C3,Active,2024-05-31T05:05:13Z,PAX99X99XX,Palo Alto,PA-5220,PAN-OS 10.2.0,Enterprise Network Team,Reserved,2024-05-31T05:05:13Z,Medium,User Access,lon-dc1-f15.enterprise.net,2023-06-13T20:58:48Z,CHG80677
10.4.175.215,0D:47:D0:63:57:50,SFO-DC2-F68,10.4.175.0/24,Firewall,378,SFO-DC2-R5-C2,Planned,2024-05-31T09:40:45Z,PAT22T22TT,Palo Alto,PA-3260,PAN-OS 10.5.6,Security Infrastructure Team,Reserved,2024-05-31T09:40:45Z,Medium,Management Network,sfo-dc2-f68.global.org,2024-02-16T18:15:59Z,CHG15616
10.2.202.110,DE:17:31:3B:41:DA,NYC-DC2-F31,10.2.202.0/24,Firewall,2806,NYC-DC2-R8-C3,Planned,2024-06-30T09:40:30Z,PAB88B88BB,Palo Alto,PA-5220,PAN-OS 9.0.6,Security Infrastructure Team,Static,2024-06-30T09:40:30Z,Medium,IoT Connectivity,nyc-dc2-f31.corp.local,2024-02-24T16:52:05Z,CHG38652
10.5.223.147,37:F8:F8:D9:49:6B,LON-DC1-F56,10.5.223.0/24,Firewall,973,LON-DC1-R8-C18,Maintenance,2024-08-25T12:01:56Z,PAJ11J11JJ,Palo Alto,PA-850,PAN-OS 10.3.5,Global Network Services,Static,2024-08-25T12:01:56Z,Medium,DMZ,lon-dc1-f56.corp.local,2023-08-01T09:03:06Z,CHG94559
10.2.231.177,09:18:BC:21:94:92,NYC-DC1-F14,10.2.231.0/24,Network Fire wall,1540,NYC-DC1-R5-C18,Decommissioned,2025-03-11T10:07:34Z,PAA44A44AA,Palo Alto,PA-3260,PAN-OS 10.9.9,Core Network Team,Reserved,2025-03-11T10:07:34Z,Medium,DMZ,nyc-dc1-f14.enterprise.net,2023-06-27T23:33:10Z,CHG80158
10.6.52.76,0A:9E:63:59:61:37,SYD-DC1-F19,10.6.52.0/24,Firewall,95,SYD-DC1-R9-C16,Maintenance,2025-01-28T07:50:07Z,PAY44Y44YY,Palo Alto,PA-3260,PAN-OS 9.6.9,Global Network Services,Reserved,2025-01-28T07:50:07Z,High,Management Network,syd-dc1-f19.company.com,2023-10-27T03:36:28Z,CHG64749
10.6.158.144,74:70:A6:B9:7C:46,SYD-DC1-F96,10.6.158.0/24,Firewall,3296,SYD-DC1-R3-C13,Planned,2024-11-30T21:46:08Z,PAJ66J66JJ,Palo Alto,PA-5220,PAN-OS 10.5.0,Enterprise Network Team,Reserved,2024-11-30T21:46:08Z,Medium,Core Infrastructure,syd-dc1-f96.corp.local,2023-10-18T04:53:51Z,CHG96627
192.27.192.104,,1126saob-c2960x-48-al4,,Switch,,,,21-02-2021 20:45,FCW2111E0RJ,,"Cisco Systems, Inc. WS-C2960X-48LPS-L",,,,,,,,05-12-2020 12:44,
192.27.92.208,,1126saob-c3750-192-AL8-1,,Switch,,,,,FDO1605X1CQ,,"Cisco Systems, Inc. WS-C3750V2-48PS-S",,,,,,,,28-01-2022 23:14,
192.27.92.207,,1126saob-c3750-288-AL9-1,,Switch,,,,,FDO1542X38T,,"Cisco Systems, Inc. WS-C3750V2-48PS-S",,,,,,,,28-01-2022 23:14,
192.27.192.207,,1126saob-c3750-288-AL9-3,,Switch,,,,,FDO1542X38U,,"Cisco Systems, Inc. WS-C3750V2-48PS-S",,,,,,,,28-01-2022 23:14,
192.27.192.202,,1126saob-c3750-48-AL2,,Switch,,,,21-02-2021 20:48,FDO1541X0TJ,,"Cisco Systems, Inc. WS-C3750V2-48PS-S",,,,,,,,05-12-2020 12:44,
